project,versionId,versionIndex,versionDate,ATDI,ATDI_WEIGHTED,AffectedClassesRatio,AffectedComponentType,AffectedConstructType,AffectedElements,AffectsIndexList,AfferentAffectedRatio,CentralComponent,EfferentAffectedRatio,InstabilityGap,LOCDensity,MeanContTreeDepth,MeanContTreeDistance,NumberOfEdges,PageRankWeighted,PageRankWeightedRanking,Severity,Shape,Size,SmellExtent,SmellExtentByWeight,StDContTreeDepth,StDContTreeDistance,Strength,TotalNumberOfChanges,smellType,vertexId,vertexLabel
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,265.02533083651,18.3394993214956,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j, org.apache.logging.log4j.core.appender.rolling.action, org.apache.log4j.or, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.log4j.helpers, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.log4j.bridge, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.appender.rolling, org.apache.logging.log4j.core.layout, org.apache.log4j, org.apache.log4j.spi]",55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54910;54437;54597;55138;54626;55122;55202;54664;55462;54440;54843;54849,0,,0,0,0,6.08823529411765,3.81283422459893,332,0.0000801063690567714,1,7.48706924596375,CIRCLE,34,1253,6,1.5409631644035,1.68317012335076,0,0,cyclicDep,160776,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,264.309964947091,18.4902987089843,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j.core.appender.rolling.action, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.appender.rolling, org.apache.logging.log4j.core.layout]",55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54910;54437;54597;55138;54616,0,,0,0,0,6.59259259259259,3.47578347578348,225,0.0000795416125143715,1,7.54863283810902,CIRCLE,27,1226,6,1.25489439600722,1.47103483115961,0,0,cyclicDep,160814,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,269.014055039822,18.3394993214956,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j, org.apache.logging.log4j.core.appender.rolling.action, org.apache.log4j.or, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.log4j.helpers, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.log4j.bridge, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.appender.rolling, org.apache.logging.log4j.core.layout, org.apache.log4j, org.apache.log4j.spi]",55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54910;54437;54597;55138;54626;55122;55202;54664;55462;54440;54843;54629,0,,0,0,0,6.14285714285714,3.81848739495798,348,0.0000781867753932299,1,7.48706924596375,CIRCLE,35,1291,6,1.55182578445717,1.68353202077275,0,0,cyclicDep,160845,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,261.165242129039,18.4902987089843,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j.core.appender.rolling.action, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.appender.rolling, org.apache.logging.log4j.core.layout]",55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54910;54437;54597;55138;54806,0,,0,0,0,6.64285714285714,3.47354497354497,239,0.0000771622903114589,1,7.54863283810902,CIRCLE,28,1197,6,1.25965657775346,1.46044445809252,0,0,cyclicDep,160884,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,261.492312065753,18.4902987089843,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j.core.appender.rolling.action, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.appender.rolling, org.apache.logging.log4j.core.layout]",55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54910;54437;54597;54814,0,,0,0,0,6.7037037037037,3.52991452991453,209,0.0000745633086605283,1,7.54863283810902,CIRCLE,27,1200,6,1.24170774920298,1.46510785211734,0,0,cyclicDep,160916,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,279.539533905377,21.1766297401369,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j, org.apache.logging.log4j.core.appender.rolling.action, org.apache.log4j.or, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.log4j.helpers, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.log4j.bridge, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.appender.rolling, org.apache.logging.log4j.core.layout, org.apache.log4j, org.apache.log4j.spi]",54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54910;54437;54597;55138;54626;55122;55202;54664;55462;54440;54843;55147,0,,0,0,0,6.16666666666667,3.81904761904762,361,0.0000763745372626129,1,7.48706924596375,CIRCLE,36,1394,8,1.53659074288215,1.6749183484346,0,0,cyclicDep,160947,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,280.520846850358,21.3507578740574,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j.core.appender.rolling.action, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.appender.rolling, org.apache.logging.log4j.core.layout]",54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54910;54437;54597;55138;54390,0,,0,0,0,6.6551724137931,3.48275862068966,250,0.0000749479424624782,1,7.54863283810902,CIRCLE,29,1381,8,1.23946212107665,1.44809991893984,0,0,cyclicDep,160987,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,268.587102965342,19.9718052281722,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j.core.appender.rolling.action, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.appender.rolling, org.apache.logging.log4j.core.layout]",54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54910;54437;54597;54815,0,,0,0,0,6.71428571428571,3.54232804232804,219,0.0000723626977330458,1,7.54863283810902,CIRCLE,28,1266,7,1.22057196361679,1.44733174614306,0,0,cyclicDep,161020,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,170.806062992459,13.0746156032877,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.layout]",54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54394,0,,0,0,0,6.68,3.43666666666667,169,0.0000780743101871132,1,7.54863283810902,CIRCLE,25,512,3,1.25602547744861,1.41868092098102,0,0,cyclicDep,161052,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,158.880341678849,13.0746156032877,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.layout, org.apache.logging.log4j.core.config.plugins.util]",54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;54836,0,,0,0,0,6.69565217391304,3.47430830039526,130,0.0000793631073452263,1,7.54863283810902,CIRCLE,23,443,3,1.29999272936748,1.47318992433841,0,0,cyclicDep,161081,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,129.150844589746,12.4660809332595,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.spi, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.layout]",54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55000,0,,0,0,0,6.38888888888889,3.13725490196078,89,0.0000928370451212974,1,7.19729518255706,CIRCLE,18,322,3,1.29695750332542,1.31883699770982,0,0,cyclicDep,161108,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,128.838585528414,12.5733585015765,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.spi, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.layout]",54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;55685,0,,0,0,0,6.29411764705882,3,85,0.0000967873523867585,1,7.25923191550286,CIRCLE,17,315,3,1.27254750898729,1.22474487139159,0,0,cyclicDep,161130,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,69.8542405767062,7.12946857427293,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.layout]",54449;55745;55409;55111;54577,0,,0,0,0,6.8,3,9,0.0000319240191622816,1,5.04129557512477,CIRCLE,5,192,2,0.748331477354788,0.894427190999916,0,0,cyclicDep,161151,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,312.579536875003,28.0140479494483,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.test, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j, org.apache.logging.log4j.core.appender.rolling.action, org.apache.log4j.or, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.log4j.helpers, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.log4j.bridge, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.appender.rolling, org.apache.logging.log4j.core.layout, org.apache.log4j, org.apache.log4j.spi]",54655;54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54910;54437;54597;55138;54626;55122;55202;54664;55462;54440;54843;54558,0,,0,0,0,6.16216216216216,3.76426426426426,385,0.0000751562306878207,1,7.48706924596375,CIRCLE,37,1743,14,1.51592472025731,1.67026165861594,0,0,cyclicDep,161160,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,279.503357654959,25.0359828041632,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.test, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j.core.appender.rolling.action, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.appender.rolling, org.apache.logging.log4j.core.layout]",54655;54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54910;54437;54597;55138;54545,0,,0,0,0,6.63333333333333,3.4183908045977,271,0.0000734929175135723,1,7.54863283810902,CIRCLE,30,1371,11,1.22429117814713,1.44465154973278,0,0,cyclicDep,161201,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,180.062980774186,18.4902987089843,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core.config, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.appender.mom, org.apache.logging.log4j.core.test, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.config.plugins.util, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.core.layout]",54655;54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55082;55743;54582,0,,0,0,0,6.65384615384615,3.36615384615385,186,0.000076275190333582,1,7.54863283810902,CIRCLE,26,569,6,1.23855709139266,1.39827112184208,0,0,cyclicDep,161241,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,173.946447079987,18.4902987089843,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.convert, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.test, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.core.config.plugins.processor, org.apache.logging.log4j.core.config.plugins.visitors, org.apache.logging.log4j.spi, org.apache.logging.log4j.core.config.plugins, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.layout, org.apache.logging.log4j.core.config.plugins.util]",54655;54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55552;54912;55534;55401;54528;55708,0,,0,0,0,6.66666666666667,3.39130434782609,144,0.0000773603609556462,1,7.54863283810902,CIRCLE,24,531,6,1.2801909579781,1.44931159375001,0,0,cyclicDep,161271,smell
logging-log4j2,4f474b32751f4ccad67424ca585612584440cd63,1,2026-01-22T10:08:42.000,156.409731654949,18.7168338291411,0,CONTAINER,PACKAGE,"[org.apache.logging.log4j.core.test.junit, org.apache.logging.log4j.status, org.apache.logging.log4j.core.appender.db.jdbc, org.apache.logging.log4j.core.script, org.apache.logging.log4j.core.async, org.apache.logging.log4j.core.impl, org.apache.logging.log4j.internal, org.apache.logging.log4j.core.appender.db, org.apache.logging.log4j.core.lookup, org.apache.logging.log4j.core.config.plugins.validation.validators, org.apache.logging.log4j.core.config.plugins.validation.constraints, org.apache.logging.log4j.core.filter, org.apache.logging.log4j.core.config.plugins.validation, org.apache.logging.log4j.core.test, org.apache.logging.log4j.perf.nogc, org.apache.logging.log4j.spi, org.apache.logging.log4j.util, org.apache.logging.log4j.message, org.apache.logging.log4j.core.layout]",54655;54449;55745;55409;55111;54327;55632;55717;54763;54301;55103;54672;54724;55520;54308;55100;55388;54777;55521,0,,0,0,0,6.36842105263158,3.05847953216374,100,0.0000895981055883503,1,7.64111541364305,CIRCLE,19,419,6,1.26534897686014,1.28740003797118,0,0,cyclicDep,161299,smell
